Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
71481.0,1.14623842996419,-0.299268957470966,0.605065212186295,0.149248431378343,-0.843801039945077,-0.547092445918102,-0.251279009599031,-0.0114578914375345,0.492831475189733,-0.208798530945128,1.19309416551384,1.27731914363257,-0.0974647428636887,-0.0293434408068833,-1.02299250300562,-0.229634184305229,0.0111923180185642,-0.291858465946105,0.661955507820187,-0.0187894294073781,-0.0311285042762223,0.0575241535314588,-0.0736628020475166,0.640258301895699,0.377319353650995,1.07843211611872,-0.0755686238557908,-0.0028746799412474,35.95,0
75463.0,1.2441422524686,0.235075735175886,0.270708185352372,0.711753928935248,-0.501994770083978,-1.10448632743059,-0.0001994557149788,-0.126126417953148,0.242951157115157,-0.244392201185978,-0.303671269807611,-0.506368744830134,-1.16758515704324,-0.0086695371263945,1.24765779150606,0.544645309449517,0.0746550177057938,-0.126984905591384,-0.190900262952123,-0.158390189548725,-0.300139868758056,-0.947128295486317,0.141041933148641,0.307485100987826,0.166775252807702,0.0984622677559217,-0.0332759911487931,0.0288317017485981,7.54,0
143370.0,-0.631540484383791,0.161675503374416,-1.16832469418811,0.708679336037803,2.79024106760285,1.02611084049377,1.20045847708655,-0.219536110026097,-1.02117961521738,0.627338748554941,1.36260553334852,0.559417100564279,0.207780340140197,0.865669845064818,1.3439006673543,-2.7953761145339,1.13157993468867,-0.845336632701735,2.25727845840202,-0.175102097013162,0.36907760405501,1.97526075635547,0.202743047368294,-0.693378911638737,0.0563595137097527,0.546021006497128,-0.002376373275216,-0.188322542573298,0.76,0
135463.0,0.902817452284402,-2.79702643425963,-1.93483118536753,-0.227032256105379,-1.21060647959863,-0.984556699445369,0.665192535532479,-0.598359879684958,-0.5522640646852,0.409401709304165,-0.658061070251641,0.136839451775703,1.119774273148,-0.179277781351038,-0.5202788900555,0.656236475154116,0.395449177952554,-1.88167105021246,0.697047914461981,1.38453432468654,0.385565099870696,-0.312519682622574,-0.387582360387156,0.0406854429585199,-0.282998877590748,-0.40134185473043,-0.153490952166339,0.0589406137434804,690.0,0
83608.0,-1.0393711997945,0.949009077070703,3.02599970798725,3.26503325644208,-0.98977118555426,1.16931696685706,-0.751100513886135,0.922973048789235,-0.794354098031925,0.119126936207532,0.459291611444858,1.3343068315306,0.663092543575268,-0.530128074758378,-1.71495914931717,-0.441598868882507,0.663835400451655,0.33469581567767,1.59689936527093,0.144562430623,0.0554982150146499,0.3446410497996,-0.182001341766156,0.591327909207713,0.0947953833686133,0.287365707262914,0.0277617187910913,0.0084021704482089,18.46,0
88872.0,2.0364286331677,-0.979763628618912,-0.260109142312952,-0.414478560169839,-1.30584714031734,-0.516993451690693,-0.994884414028733,0.0592584633393878,-0.154201502105393,0.998747238046414,0.62776615812643,0.339332099278271,-0.615285553041623,0.181169499032052,-0.243120752669859,-0.880745034266466,-0.403541718564322,1.41773436103121,-0.54158398982265,-0.618451731343465,-0.568502617786036,-1.17956894577204,0.521639812111867,-0.0023863116882954,-0.83746639478709,0.21039787300984,-0.0259007745294641,-0.0473213544782135,23.49,0
19702.0,-0.016803978164141,0.454523298284718,0.146613855097314,0.242494015029506,2.29072235002446,4.03647250839573,-0.030602645101041,0.594930933794108,1.13385791739927,-0.148962586762074,0.618979861058128,-2.71334365690213,1.54256451091412,1.25882859925147,0.0220300581380439,-0.756346099386195,0.763130280553924,0.337138902808513,2.12610243141716,0.263026959492041,-0.400722037132027,-0.688118940647534,-0.0557746240873215,0.983540405179661,-0.061421234463684,0.420433950455068,-0.268565812899522,-0.232662238882812,40.94,0
58199.0,-0.77660318747279,-4.41295116760135,0.254895250347859,0.58040908839929,-2.72115198161662,0.80422403387028,-0.0761692796115348,0.0343681227099319,0.405301277633588,-0.228291519045071,-0.833585418445144,-0.134332249703509,-0.0223700255982422,-0.906742813968426,-0.712036741398317,0.481673028827876,1.14230361494514,-1.63427459422055,0.266061616477572,2.15711016346336,0.758490158795566,0.0862309280155737,-0.960493052600415,0.190723860688893,-0.0259011393988012,-0.201637851329159,-0.111514448724509,0.207938354906548,1070.0,0
63730.0,-0.834879409862867,0.240716171676526,1.45694592694897,2.720195006449,1.06272954032766,1.42758827270776,0.472115749886155,0.272602346074303,-0.995423363433953,1.0253241873854,-0.0384621770919235,-0.24316426670288,-0.536932639863133,0.0233770290020122,-0.222688212145147,-0.375002051393957,-0.042947262611256,0.23650143473321,1.54240450060238,0.67975745113886,-0.114211650444937,-0.246947769055173,0.0953651835351781,-1.17079759896384,-0.114298624812272,0.184928388814747,0.177283427329526,-0.032085406021084,116.55,0
87790.0,-1.77148436079614,1.7988131047735,-0.682645812197368,-3.11401557459367,0.986282548822095,-0.274220323018911,0.817051758039901,0.46861740610178,0.324835306000544,-0.0828538770120108,-0.0269161235089035,1.10019331438545,0.982376791621875,0.134303872292406,-1.16008514989638,0.783407911753417,-1.35976964285938,-0.123259136971104,-0.248426922545987,0.444143500306929,-0.369420865932452,-0.906238483984076,-0.151445896833575,-0.333633089519594,0.302008239839133,0.401228475100547,0.517333741624673,0.334197067534237,1.0,0
